artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
['Frank Sinatra'],[792507],0.354,0.266,0.255,140.704,-12.956,0,9,0.992,0.00107,0.309,0.074,0,517333,7,1943,1943,***** And Bess Medley # *
['Frank Sinatra'],[792507],0.496,0.362,0.457,96.958,-9.988,1,9,0.992,2.39E-05,0.95,0.103,0,224707,8,1943,1943,It Ain't Necessarily So
['Frank Sinatra'],[792507],0.555,0.146,0.461,113.006,-17.171,1,7,0.992,0.00552,0.903,0.255,0,87600,6,1943,1943,Closing Comments
['Frank Sinatra'],[792507],0.295,0.0826,0.169,128.6,-19.569,1,1,0.984,0.000358,0.156,0.0367,0,199000,55,1944,1944,Nancy (With the Laughing Face) - 78rpm Version
['Frank Sinatra'],[792507],0.561,0.335,0.59,126.974,-11.093,0,9,0.84,1.52E-06,0.788,0.0499,0,163000,55,1944,1944,******** ***** (Is The Loneliest ***** In The Week)
['Frank Sinatra'],[792507],0.197,0.0546,0.1,90.15,-22.411,1,1,0.95,0.276,0.152,0.0346,0,186173,53,1944,1944,Put Your Dreams Away (For Another Day)
['Frank Sinatra'],[792507],0.169,0.147,0.152,174.301,-16.491,1,2,0.906,1.19E-06,0.229,0.0336,0,218093,34,1944,1944,***** and Day
['Frank Sinatra'],[792507],0.238,0.103,0.13,88.458,-19.696,0,3,0.932,0.000898,0.109,0.0336,0,175493,31,1944,1944,I'm a Fool to Want You - 78rpm Version
['Frank Sinatra'],[792507],0.489,0.126,0.378,85.583,-17.121,1,5,0.984,0.002,0.207,0.0426,0,155373,30,1944,1944,The Brooklyn Bridge
['Frank Sinatra'],[792507],0.495,0.228,0.567,169.598,-13.33,1,3,0.834,1.29E-06,0.183,0.0686,0,153093,36,1944,1944,You Do ********* to Me
['Frank Sinatra'],[792507],0.342,0.203,0.412,79.083,-15.306,1,11,0.92,0,0.352,0.0385,0,207627,28,1944,1944,The Birth of the *****
['Frank Sinatra'],[792507],0.242,0.233,0.127,88.281,-14.782,1,9,0.952,0.029,0.339,0.0358,0,189267,26,1944,1944,Time After Time
['Frank Sinatra'],[792507],0.654,0.145,0.717,129.302,-11.718,0,7,0.92,0,0.343,0.0402,0,159693,25,1944,1944,All Of Me
['Frank Sinatra'],[792507],0.229,0.117,0.156,81.198,-17.734,1,10,0.966,1.68E-05,0.374,0.0355,0,194707,25,1944,1944,The Song Is You
['Frank Sinatra'],[792507],0.339,0.159,0.312,115.43,-17.129,1,0,0.961,7.53E-06,0.413,0.034,0,161973,23,1944,1944,I Could Write a Book
['Frank Sinatra'],[792507],0.469,0.0378,0.331,139.47,-21.116,1,3,0.925,0.000202,0.7,0.0519,0,194267,22,1944,1944,I've Got a Crush on You (Duet with Frank Sinatra)
['Frank Sinatra'],[792507],0.26,0.0784,0.163,87.017,-20.361,1,1,0.948,0.00153,0.125,0.0336,0,185600,20,1944,1944,I'm Glad There Is You
['Frank Sinatra'],[792507],0.112,0.1,0.0909,171.222,-20.47,1,10,0.951,0.0108,0.131,0.0392,0,198040,18,1944,1944,Laura
['Frank Sinatra'],[792507],0.275,0.0701,0.128,72.751,-18.327,1,10,0.941,0.000101,0.193,0.0361,0,163067,18,1944,1944,April in Paris
['Frank Sinatra'],[792507],0.224,0.158,0.332,44.467,-15.916,0,7,0.931,8.05E-05,0.204,0.0414,0,203600,18,1944,1944,Body and Soul
['Frank Sinatra'],[792507],0.638,0.267,0.731,118.197,-14.915,1,8,0.971,0.121,0.131,0.152,0,188067,17,1944,1944,Sweet Lorraine - 78rpm Version
['Frank Sinatra'],[792507],0.241,0.131,0.197,178.617,-13.725,1,0,0.964,0.00638,0.462,0.0414,0,197467,17,1944,1944,The House I Live In
['Frank Sinatra'],[792507],0.33,0.166,0.482,87.654,-13.746,0,5,0.982,0.000205,0.761,0.0478,0,236733,11,1944,1944,I Get a Kick Out of You
['Frank Sinatra'],[792507],0.172,0.192,0.148,167.601,-13.989,1,2,0.865,5.36E-06,0.112,0.033,0,198533,13,1944,1944,***** and Day
['Frank Sinatra'],[792507],0.361,0.134,0.205,124.183,-16.557,1,9,0.99,0.0991,0.168,0.0377,0,232400,12,1944,1944,Begin the Beguine
['Frank Sinatra'],[792507],0.614,0.363,0.746,136.958,-10.418,1,2,0.962,0.00208,0.902,0.0763,0,153573,11,1944,1944,Don't Fence Me In
['Frank Sinatra'],[792507],0.337,0.292,0.19,118.906,-12.12,0,7,0.904,0.00433,0.799,0.0486,0,139400,12,1944,1944,I Love You
['Frank Sinatra'],[792507],0.313,0.281,0.432,96.264,-12.825,1,8,0.981,0.0609,0.745,0.0378,0,137267,9,1944,1944,You'd Be So Nice to Come Home To
['Frank Sinatra'],[792507],0.426,0.263,0.501,110.79,-12.946,0,11,0.989,0.022,0.163,0.0348,0,84960,9,1944,1944,Just One of Those Things
['Frank Sinatra'],[792507],0.367,0.287,0.345,131.414,-11.924,1,3,0.972,0.000137,0.71,0.0508,0,244933,9,1944,1944,Easy to Love / I've Got You Under My Skin
['Frank Sinatra'],[792507],0.349,0.117,0.172,90.229,-13.894,1,2,0.988,0.0528,0.914,0.0363,0,153440,8,1944,1944,***** and Day
['Frank Sinatra'],[792507],0.473,0.0293,0.227,70.165,-20.881,1,6,0.976,1.87E-05,0.121,0.0388,0,198333,8,1944,1944,Why Can't You Behave?
['Frank Sinatra'],[792507],0.23,0.148,0.188,85.766,-14.603,1,1,0.888,0.0363,0.0588,0.0351,0,183467,9,1944,1944,I Concentrate On You
['Frank Sinatra'],[792507],0.297,0.145,0.188,124.037,-16.715,1,11,0.965,0.00049,0.391,0.0379,0,145533,9,1944,1944,I Am Loved
['Frank Sinatra'],[792507],0.32,0.115,0.167,78.149,-18.322,1,8,0.97,0.000225,0.191,0.0389,0,172707,9,1944,1944,Why Shouldn't I?
['Frank Sinatra'],[792507],0.271,0.175,0.132,116.154,-11.598,1,6,0.98,0.116,0.718,0.0366,0,167733,9,1944,1944,So In Love
['Frank Sinatra'],[792507],0.3,0.0906,0.154,60.756,-19.32,1,10,0.968,0.0833,0.13,0.0368,0,169533,7,1944,1944,You Don't Remind Me
['Frank Sinatra'],[792507],0.459,0.189,0.488,124.052,-10.555,1,10,0.95,1.57E-06,0.703,0.0453,0,250333,7,1944,1944,Begin the Beguine
['Frank Sinatra'],[792507],0.19,0.296,0.228,96.34,-12.347,0,6,0.849,0.00674,0.348,0.0341,0,204120,0,1945,1945,White Christmas (with The Bobby Tucker Singers)
['Frank Sinatra'],[792507],0.594,0.239,0.703,127.887,-12.401,1,2,0.963,0.000225,0.706,0.131,0,137893,27,1945,1945,"Baby, It's Cold Outside (with Dorothy Kirsten) - From the MGM Film, ""Neptune's Daughter"""
['Frank Sinatra'],[792507],0.596,0.325,0.851,143.306,-11.549,1,2,0.888,0,0.276,0.0591,0,155587,21,1945,1945,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)
['Frank Sinatra'],[792507],0.272,0.0907,0.196,85.898,-18.707,1,11,0.97,0.000274,0.389,0.033,0,195493,11,1945,1945,White Christmas
['Frank Sinatra'],[792507],0.205,0.166,0.325,169.847,-15.309,1,7,0.804,0,0.417,0.0374,0,155293,9,1945,1945,Have Yourself a Merry Little Christmas
['Frank Sinatra'],[792507],0.647,0.209,0.6,140.641,-10.426,0,7,0.704,0,0.108,0.0646,0,154960,11,1945,1945,Santa Claus Is Comin' to Town
['Frank Sinatra'],[792507],0.176,0.134,0.16,86.963,-14.632,1,6,0.829,0,0.12,0.0318,0,212693,8,1945,1945,It Came Upon the ******** Clear (with The Ken Lane Singers)
['Frank Sinatra'],[792507],0.18,0.204,0.196,90.331,-13.533,1,10,0.804,0.000494,0.194,0.0342,0,179280,8,1945,1945,Christmas Dreaming
['Frank Sinatra'],[792507],0.542,0.159,0.634,137.569,-14.405,1,8,0.868,0,0.0774,0.0294,0,156667,8,1945,1945,Jingle Bells (with The Ken Lane Singers)
['Frank Sinatra'],[792507],0.128,0.169,0.0832,175.326,-15.17,1,9,0.942,0.0114,0.172,0.0435,0,199000,7,1945,1945,Silent ****** Holy ***** (with The Ken Lane Singers)
['Frank Sinatra'],[792507],0.18,0.0769,0.131,179.755,-14.913,1,2,0.873,1.82E-06,0.246,0.0356,0,185520,6,1945,1945,O Little Town of Bethlehem (with The Ken Lane Singers)
['Frank Sinatra'],[792507],0.202,0.244,0.172,80.746,-10.863,1,5,0.9,0,0.318,0.0308,0,157587,6,1945,1945,Adeste Fideles (O Come All Ye Faithful) (with The Ken Lane Singers)
['Frank Sinatra'],[792507],0.529,0.0363,0.308,80.388,-24.706,1,1,0.98,7.32E-05,0.423,0.0872,0,102627,7,1945,1945,"Let It Snow! Let It Snow! Let It Snow! (with The Page Cavanaugh Trio) - From the CBS Radio Broadcast, ""Songs by Sinatra"""
['Frank Sinatra'],[792507],0.255,0.123,0.176,81.822,-15.437,1,0,0.903,3.03E-05,0.183,0.0342,0,175518,24,1946,3/4/1946,You Go to My Head - Remastered
['Frank Sinatra'],[792507],0.217,0.38,0.125,107.313,-9.007,1,9,0.925,0.00299,0.37,0.0338,0,198426,23,1946,3/4/1946,******* to Watch over Me - Remastered
['Frank Sinatra'],[792507],0.299,0.0823,0.147,92.454,-15.701,1,7,0.917,0.000366,0.0934,0.0386,0,162692,21,1946,3/4/1946,I Don't Know Why (I Just Do) - Remastered
['Frank Sinatra'],[792507],0.347,0.163,0.313,135.288,-14.043,0,7,0.952,0.000273,0.184,0.0376,0,162822,21,1946,3/4/1946,These Foolish Things (Remind Me of You) - Remastered
['Frank Sinatra'],[792507],0.355,0.0892,0.177,85.456,-17.556,0,7,0.938,0.00256,0.494,0.0482,0,115384,21,1946,3/4/1946,Try a Little Tenderness - Remastered
['Frank Sinatra'],[792507],0.296,0.11,0.109,127.99,-17.125,0,4,0.933,0.000172,0.151,0.0392,0,189414,20,1946,3/4/1946,(I Don't Stand) a Ghost of a Chance (With You) - Remastered
['Frank Sinatra'],[792507],0.283,0.0854,0.198,69.863,-19.493,0,5,0.956,0.00391,0.355,0.0454,0,89261,19,1946,3/4/1946,Paradise - Remastered
['Frank Sinatra'],[792507],0.211,0.16,0.158,77.743,-15.542,0,10,0.974,0.00117,0.287,0.0404,0,167289,20,1946,3/4/1946,Why Shouldn't I? - Remastered
['Frank Sinatra'],[792507],0.257,0.125,0.245,84.93,-14.267,0,11,0.891,0,0.108,0.0332,0,150667,48,1954,1/1/1954,My Funny Valentine - Remastered
['Frank Sinatra'],[792507],0.48,0.211,0.528,143.524,-13.101,0,10,0.891,0,0.191,0.0346,0,172560,42,1954,1/1/1954,I Get A Kick Out Of You - Remastered
['Frank Sinatra'],[792507],0.61,0.32,0.516,129.223,-9.956,0,2,0.746,0,0.127,0.0623,0,126533,36,1954,1/1/1954,All Of Me - Remastered
['Frank Sinatra'],[792507],0.682,0.174,0.325,75.515,-13.035,1,7,0.908,0,0.108,0.0402,0,192821,36,1954,1/1/1954,Just One Of Those Things - Remastered ****
['Frank Sinatra'],[792507],0.465,0.222,0.394,108.861,-11.384,1,2,0.909,0,0.161,0.0407,0,116373,34,1954,1/1/1954,They Can't Take That Away From Me - Remastered
['Frank Sinatra'],[792507],0.334,0.153,0.179,59.878,-15.968,1,8,0.943,0.000964,0.115,0.0328,0,188853,31,1954,1/1/1954,Like ******* In Love - Remastered
['Frank Sinatra'],[792507],0.66,0.311,0.649,142.849,-8.71,1,7,0.738,0,0.107,0.045,0,141275,33,1954,1/1/1954,Jeepers Creepers - Remastered ****
['Frank Sinatra'],[792507],0.669,0.351,0.798,88.308,-9.592,1,0,0.622,0,0.134,0.145,0,143290,32,1954,1/1/1954,Get Happy - Remastered ****
['Frank Sinatra'],[792507],0.604,0.241,0.698,133.113,-10.433,0,5,0.787,0,0.203,0.0462,0,132962,29,1954,1/1/1954,Wrap Your Troubles In Dreams (And Dream Your Troubles Away) - Remastered ****
['Frank Sinatra'],[792507],0.587,0.261,0.589,131.424,-9.819,1,10,0.783,0,0.396,0.0419,0,145369,30,1954,1/1/1954,I'm Gonna Sit Right Down (And Write Myself A Letter) - Remastered ****
['Frank Sinatra'],[792507],0.504,0.181,0.374,142.489,-11.735,1,3,0.919,0,0.162,0.038,0,157213,28,1954,1/1/1954,A Foggy Day - Remastered
['Frank Sinatra'],[792507],0.254,0.127,0.221,166.44,-15.826,1,8,0.955,1.04E-06,0.242,0.0376,0,154720,27,1954,1/1/1954,The **** Next Door - Remastered
['Frank Sinatra'],[792507],0.61,0.213,0.506,128.908,-10.881,1,11,0.701,0,0.11,0.0789,0,130723,25,1954,1/1/1954,Taking A Chance On Love - Remastered ****
['Frank Sinatra'],[792507],0.641,0.333,0.659,136.033,-8.957,1,5,0.71,0,0.14,0.0332,0,148156,27,1954,1/1/1954,Sunday - Remastered ****
['Frank Sinatra'],[792507],0.374,0.161,0.227,111.561,-13.333,1,3,0.94,9.40E-05,0.117,0.0392,0,184587,24,1954,1/1/1954,Violets For Your Furs - Remastered
['Frank Sinatra'],[792507],0.33,0.0791,0.231,127.549,-17.195,1,3,0.933,4.25E-05,0.232,0.0376,0,171453,23,1954,1/1/1954,Little **** **** - Remastered
['Frank Sinatra'],[792507],0.168,0.147,0.105,168.978,-18.869,1,9,0.917,0.0329,0.342,0.042,0,201920,14,1954,4/1/1954,******* to Watch Over Me - 78rpm Version
['Frank Sinatra'],[792507],0.534,0.0989,0.418,83.513,-20.621,0,4,0.989,0.00179,0.0697,0.0495,0,187147,13,1954,4/1/1954,One for My Baby (And One More for the Road)
['Frank Sinatra'],[792507],0.29,0.0874,0.0734,114.997,-16.119,1,0,0.856,0.000957,0.109,0.0346,0,180933,59,1955,1955,In The Wee Small Hours Of The Morning - Remastered ****
['Frank Sinatra'],[792507],0.502,0.0342,0.284,126.754,-17.64,1,5,0.902,0,0.0928,0.0394,0,155493,34,1955,1955,Glad To Be Unhappy - Remastered
['Frank Sinatra'],[792507],0.343,0.0859,0.233,130.762,-17.067,1,5,0.823,0.000669,0.373,0.0338,0,210067,34,1955,1955,Mood Indigo - Remastered
['Frank Sinatra'],[792507],0.206,0.0611,0.129,87.635,-20.375,1,9,0.8,1.11E-05,0.323,0.0352,0,222600,34,1955,1955,I Get Along Without You Very Well - Remastered
['Frank Sinatra'],[792507],0.25,0.0653,0.193,87.414,-18.691,1,3,0.937,0.00161,0.162,0.035,0,169373,32,1955,1955,**** In A Dream - Remastered
['Frank Sinatra'],[792507],0.277,0.135,0.115,118.248,-16.009,0,9,0.86,0.000822,0.334,0.0364,0,155560,34,1955,1955,What Is This Thing ****** Love - Remastered
['Frank Sinatra'],[792507],0.238,0.097,0.0762,96.803,-17.153,1,1,0.834,2.70E-05,0.316,0.0318,0,204027,31,1955,1955,I See Your Face Before Me - Remastered
['Frank Sinatra'],[792507],0.494,0.0504,0.208,104.52,-16.794,1,1,0.912,0,0.109,0.0419,0,168040,31,1955,1955,Can't We Be Friends? - Remastered
['Frank Sinatra'],[792507],0.188,0.0661,0.0749,175.998,-17.54,1,5,0.861,6.15E-05,0.0712,0.0375,0,190200,31,1955,1955,When Your Lover Has Gone - Remastered
['Frank Sinatra'],[792507],0.411,0.03,0.209,73.19,-17.979,1,10,0.946,0,0.117,0.0333,0,179200,30,1955,1955,I'll Be Around - Remastered
['Frank Sinatra'],[792507],0.234,0.0976,0.0585,110.127,-15.809,0,2,0.845,2.30E-05,0.123,0.0369,0,197133,30,1955,1955,Last ***** When We Were Young - Remastered
['Frank Sinatra'],[792507],0.187,0.109,0.231,177.865,-17.916,1,2,0.966,0.000304,0.108,0.0377,0,162227,30,1955,1955,It Never Entered My Mind - Remastered
['Frank Sinatra'],[792507],0.439,0.0926,0.264,134.892,-15.841,1,5,0.921,0,0.152,0.0377,0,177333,29,1955,1955,Dancing On The Ceiling - Remastered
['Frank Sinatra'],[792507],0.138,0.149,0.135,74.387,-15.801,1,10,0.822,1.35E-05,0.129,0.0352,0,213933,29,1955,1955,This Love Of Mine - **** Remastered
['Frank Sinatra'],[792507],0.217,0.15,0.152,91.761,-15.529,0,6,0.975,0.00135,0.124,0.0338,0,185867,29,1955,1955,I'll Never Be The Same - Remastered
['Frank Sinatra'],[792507],0.331,0.0967,0.111,66.541,-16.826,1,7,0.904,0.000137,0.0818,0.0331,0,226307,29,1955,1955,Ill Wind - Remastered
['Frank Sinatra'],[792507],0.198,0.248,0.127,92.036,-14.141,0,6,0.478,0.276,0.119,0.0303,0,255133,9,1956,1956,White - Remastered
['Frank Sinatra'],[792507],0.169,0.272,0.0396,103.349,-12.945,1,2,0.872,0.967,0.158,0.033,0,243080,10,1956,1956,Green - Remastered
['Frank Sinatra'],[792507],0.152,0.149,0.0392,88.044,-15.871,1,9,0.892,0.766,0.114,0.0334,0,236813,7,1956,1956,Black - Remastered
['Frank Sinatra'],[792507],0.378,0.4,0.37,112.555,-11.431,0,4,0.899,0.692,0.0874,0.0664,0,158493,7,1956,1956,Yellow - Remastered
['Frank Sinatra'],[792507],0.577,0.306,0.568,125.166,-11.559,1,9,0.383,0,0.18,0.0427,0,177400,65,1956,Mar-56,You Make Me Feel So Young - Remastered ****
['Frank Sinatra'],[792507],0.585,0.247,0.591,127.15,-12.612,1,1,0.452,8.85E-06,0.107,0.04,0,223760,67,1956,Mar-56,I've Got You Under My Skin - Remastered ****
['Frank Sinatra'],[792507],0.547,0.208,0.424,108.999,-13.458,1,9,0.676,0,0.1,0.0334,0,162840,54,1956,Mar-56,Love Is Here To Stay - Remastered ****
['Frank Sinatra'],[792507],0.62,0.266,0.576,125.979,-11.963,1,5,0.651,0,0.0589,0.0418,0,149440,38,1956,Mar-56,Too Marvelous For Words - Remastered ****
['Frank Sinatra'],[792507],0.503,0.264,0.49,120.712,-12.828,1,7,0.431,0,0.057,0.036,0,156733,35,1956,Mar-56,It Happened In Monterey - Remastered ****
['Frank Sinatra'],[792507],0.554,0.18,0.53,107.238,-15.892,0,5,0.463,0,0.0874,0.0543,0,139227,35,1956,Mar-56,You're Getting To Be A Habit With Me - Remastered ****
['Frank Sinatra'],[792507],0.573,0.198,0.321,118.498,-12.323,1,4,0.673,2.39E-06,0.104,0.0364,0,165933,33,1956,Mar-56,How About You? - Remastered ****
['Frank Sinatra'],[792507],0.648,0.217,0.621,120.013,-12.861,1,8,0.76,0,0.19,0.0433,0,163867,33,1956,Mar-56,Anything Goes - Remastered ****
['Frank Sinatra'],[792507],0.532,0.249,0.421,113.641,-13.429,1,8,0.576,2.23E-06,0.176,0.0363,0,164160,34,1956,Mar-56,Pennies From Heaven - Remastered ****
['Frank Sinatra'],[792507],0.475,0.227,0.422,100.99,-12.879,1,10,0.482,0,0.179,0.0288,0,236533,33,1956,Mar-56,Old Devil Moon - Remastered ****
['Frank Sinatra'],[792507],0.583,0.233,0.543,115.912,-13.053,1,1,0.69,4.72E-06,0.1,0.0367,0,150240,32,1956,Mar-56,I Thought About You - Remastered ****
['Frank Sinatra'],[792507],0.6,0.236,0.598,107.24,-12.842,0,6,0.753,0,0.194,0.0362,0,186960,32,1956,Mar-56,Makin' ******* - Remastered ****
['Frank Sinatra'],[792507],0.54,0.206,0.49,107.955,-13.896,1,0,0.472,0,0.117,0.032,0,168933,31,1956,Mar-56,You Brought A New Kind Of Love To Me - Remastered ****
['Frank Sinatra'],[792507],0.42,0.273,0.613,123.37,-12.346,0,6,0.437,1.19E-06,0.136,0.0396,0,174640,30,1956,Mar-56,Swingin' Down The Lane - Remastered ****
['Frank Sinatra'],[792507],0.385,0.174,0.237,69.268,-14.669,1,0,0.404,2.99E-05,0.102,0.0321,0,266467,30,1956,Mar-56,We'll Be Together ***** - Remastered ****
['Frank Sinatra'],[792507],0.229,0.0682,0.284,76.173,-18.195,1,3,0.942,0.000145,0.337,0.0342,0,161000,13,1957,1957,There's A Flaw In My Flue - Remastered
['Frank Sinatra'],[792507],0.551,0.144,0.648,128.122,-13.883,0,8,0.515,0,0.187,0.0392,0,194307,60,1957,Jun-57,The Lady Is A **** - Remastered
['Frank Sinatra'],[792507],0.216,0.105,0.0774,81.422,-17.766,0,2,0.868,4.84E-05,0.181,0.0319,0,172867,55,1957,Sep-57,Autumn Leaves - **** / Digital Remaster
['Frank Sinatra'],[792507],0.518,0.32,0.592,132.512,-11.514,0,9,0.476,0,0.0952,0.0366,0,141760,53,1957,Jun-57,Nice Work If You Can Get It - Remastered
['Frank Sinatra'],[792507],0.292,0.0761,0.151,127.014,-20.708,1,1,0.846,0.00779,0.102,0.0389,0,218293,52,1957,1957,With Every Breath I Take - Remastered
['Frank Sinatra'],[792507],0.228,0.125,0.216,85.091,-17.576,1,8,0.907,0.000425,0.171,0.0369,0,205467,50,1957,1957,I Couldn't Sleep A Wink Last ***** - Remastered
['Frank Sinatra'],[792507],0.262,0.137,0.288,92.183,-15.235,1,8,0.913,6.74E-06,0.267,0.0344,0,206600,41,1957,Sep-57,Have Yourself A Merry Little Christmas - Remastered
['Frank Sinatra'],[792507],0.176,0.153,0.157,84.741,-15.969,1,0,0.956,0.00012,0.158,0.0365,0,161373,37,1957,Sep-57,The First Noel - Remastered ****
['Frank Sinatra'],[792507],0.437,0.233,0.616,156.239,-12.72,1,6,0.529,0,0.459,0.0464,0,203173,41,1957,Jun-57,I Won't Dance - Remastered
['Frank Sinatra'],[792507],0.607,0.103,0.341,110.378,-14.405,1,9,0.804,0,0.076,0.0404,0,136427,36,1957,Sep-57,Mistletoe And Holly - Remastered ****
['Frank Sinatra'],[792507],0.544,0.236,0.403,122.805,-13.193,1,10,0.321,0,0.114,0.0397,0,240893,36,1957,Jun-57,***** And Day - Remastered
['Frank Sinatra'],[792507],0.186,0.149,0.0909,88.959,-15.884,0,2,0.889,0.000246,0.171,0.0336,0,291427,35,1957,Sep-57,I'm A Fool To Want You - Remastered
['Frank Sinatra'],[792507],0.512,0.339,0.951,174.609,-13.119,1,8,0.727,0,0.0977,0.0498,0,120693,35,1957,Sep-57,Jingle Bells - Remastered ****
['Frank Sinatra'],[792507],0.286,0.102,0.106,81.76,-15.995,1,9,0.932,0.000114,0.12,0.0323,0,190093,29,1957,Sep-57,I'll Be Home For Christmas (If Only In My Dreams) - Remastered ****
['Frank Sinatra'],[792507],0.26,0.188,0.238,86.087,-13.117,1,5,0.882,0,0.116,0.0301,0,141040,29,1957,Sep-57,Hark! The Herald Angels Sing - Remastered
['Frank Sinatra'],[792507],0.233,0.139,0.242,79.948,-15.086,1,2,0.898,0,0.116,0.0403,0,181773,26,1957,Sep-57,The Christmas Waltz - Remastered
['Frank Sinatra'],[792507],0.18,0.131,0.145,174.683,-15.827,1,0,0.901,0.000168,0.154,0.0407,0,187067,28,1957,Sep-57,Maybe You'll Be There - Remastered
['Frank Sinatra'],[792507],0.23,0.133,0.159,126.395,-20.018,1,4,0.648,0.00301,0.36,0.0394,0,217467,28,1957,1957,Close To You - Remastered
['Frank Sinatra'],[792507],0.468,0.249,0.528,115.876,-13.426,0,10,0.429,0,0.154,0.0516,0,156760,26,1957,Jun-57,If I Had You - Remastered
['Frank Sinatra'],[792507],0.221,0.106,0.143,79.415,-17.06,1,0,0.903,2.27E-05,0.164,0.0371,0,206667,26,1957,Sep-57,The Christmas Song (Merry Christmas To You) - Remastered ****
['Frank Sinatra'],[792507],0.602,0.237,0.442,130.624,-13.12,1,9,0.357,0,0.0958,0.038,0,234000,25,1957,Jun-57,******** Road - Remastered
['Frank Sinatra'],[792507],0.191,0.139,0.136,84.778,-13.199,1,4,0.915,0.0027,0.283,0.0315,0,210293,27,1957,Sep-57,Where Are You? - Remastered
['Frank Sinatra'],[792507],0.651,0.188,0.552,121.942,-14.567,0,9,0.355,0,0.0747,0.048,0,149040,26,1957,Jun-57,I Wish I Were In Love ***** - Remastered
['Frank Sinatra'],[792507],0.409,0.329,0.431,151.09,-10.361,0,4,0.614,0,0.341,0.0489,0,124467,25,1957,Jun-57,You'd Be So Nice To Come Home To - Remastered
['Frank Sinatra'],[792507],0.546,0.267,0.591,109.811,-12.177,0,10,0.63,0,0.191,0.0425,0,170467,24,1957,Jun-57,Oh! Look At Me Now - Remastered ****
['Frank Sinatra'],[792507],0.252,0.118,0.14,87.575,-17.62,1,8,0.945,6.20E-05,0.117,0.0328,0,146293,24,1957,Sep-57,Silent ***** - Remastered
['Frank Sinatra'],[792507],0.604,0.2,0.418,137.772,-12.773,1,7,0.46,4.10E-06,0.25,0.0367,0,190560,25,1957,Jun-57,I Got Plenty O' Nuttin' - Remastered
